RBD,DGV_RBD,NOM_RBD,NOM_COM_RBD,NOM_DEPROV_RBD,COD_DEPE2,DC_TOT,HH_TOT,mat_hom_tot,mat_muj_tot,mat_total
10677,1,ESCUELA BASICA G Nå¡831 JAVIER EYZAGUIRRE ECHAURREN,PAINE,SANTIAGO SUR,1,23,877,114,117,231
10679,8,ESCUELA  BASICA G-Nå¡832 AGUILA SUR,PAINE,SANTIAGO SUR,1,24,917,115,89,204
10680,1,ESCUELA HUGO PINO VILCHEZ,PAINE,SANTIAGO SUR,1,28,1160,235,204,439
10682,8,ESCUELA,PAINE,SANTIAGO SUR,1,0,0,0,0,0
10683,6,LICEO REINA PAOLA DE BELGICA,PAINE,SANTIAGO SUR,2,13,351,61,14,75
10684,4,ESCUELA PARTICULAR ESPECIAL LAS CAMELIAS,PAINE,SANTIAGO SUR,2,0,0,0,0,0
10685,2,COLEGIO PART. MARIA ANA MOGAS,PAINE,SANTIAGO SUR,2,53,1647,516,666,1182
10686,0,LICEO MUNICIPAL POETISA GABRIELA MISTRAL,CALERA DE TANGO,SANTIAGO SUR,1,60,2178,414,387,801
10687,9,ESCUELA BASICA F-Nå¡798 CALERA DE TANGO,CALERA DE TANGO,SANTIAGO SUR,1,38,1455,305,291,596
10688,7,LICEO LONQUEN,CALERA DE TANGO,SANTIAGO SUR,1,48,1585,268,282,550
10689,5,ESCUELA EL ROTO CHILENO,TALAGANTE,TALAGANTE,1,25,938,127,123,250
10692,5,ESCUELA PARTICULAR SAN IGNACIO,CALERA DE TANGO,SANTIAGO SUR,2,20,753,195,161,356
10693,3,CENTRO DE DIAGNOSTICO,TALAGANTE,TALAGANTE,1,0,0,0,0,0
10694,1,ESCUELA PRESIDENTE PRIETO,TALAGANTE,TALAGANTE,1,8,310,124,0,124
10696,8,LICEO TALAGANTE,TALAGANTE,TALAGANTE,1,84,3110,603,600,1203
10697,6,LICEO POLITECNICO DE TALAGANTE,TALAGANTE,TALAGANTE,1,66,2587,571,418,989
10698,4,ESCUELA TALACANTA,TALAGANTE,TALAGANTE,1,19,767,67,53,120
10699,2,ESCUELA REPUBLICA DE GRECIA,TALAGANTE,TALAGANTE,1,50,1960,424,415,839
10701,8,LICEO POLIVALENTE DE TALAGANTE-ANEXO,TALAGANTE,TALAGANTE,1,0,0,0,0,0
10702,6,ESCUELA MANUEL RODRIGUEZ ERDOIZA,TALAGANTE,TALAGANTE,1,23,872,124,91,215
10703,4,ESCUELA ESTRELLA DE BELEN,TALAGANTE,TALAGANTE,1,13,548,49,31,80
10704,2,ESCUELA ALBORADA DE TALAGANTE,TALAGANTE,TALAGANTE,1,55,2021,484,417,901
10705,0,ESCUELA LUIS UNDURRAGA,TALAGANTE,TALAGANTE,1,23,889,149,122,271
10706,9,ESCUELA EL PINO VIEJO DE LONQUEN,TALAGANTE,TALAGANTE,1,20,757,121,92,213
10708,5,ESCUELA BASICA SANTA MARIANA,TALAGANTE,TALAGANTE,1,0,0,0,0,0
10710,7,COLEGIO ALCANTARA DE TALAGANTE,TALAGANTE,TALAGANTE,2,39,1539,436,449,885
10711,5,LICEO COMERCIAL TALAGANTE,TALAGANTE,TALAGANTE,2,34,1448,456,539,995
10712,3,ESCUELA BAS. COLEGIO NACIONAL,TALAGANTE,TALAGANTE,2,19,552,111,89,200
10713,1,COLEGIO NINO JESUS,TALAGANTE,TALAGANTE,2,49,1795,510,567,1077
10715,8,INSTITUTO SUBTTE.LUIS CRUZ MARTINEZ,TALAGANTE,TALAGANTE,2,30,1057,440,228,668
10716,6,ESCUELA BAS. BARTOLOME BLUMENTHAL,TALAGANTE,TALAGANTE,2,18,485,206,225,431
10717,4,ESCUELA TECNICA SANTA MARIA MICAELA,TALAGANTE,TALAGANTE,2,23,779,0,346,346
10719,0,INSTITUTO TALAGANTE,TALAGANTE,TALAGANTE,3,32,1121,182,134,316
10720,4,COLEGIO SAGRADO CORAZON,TALAGANTE,TALAGANTE,3,0,0,0,0,0
10721,2,ENGLISH COLLEGE,TALAGANTE,TALAGANTE,2,63,2168,673,697,1370
10722,0,COLEGIO TORREON,TALAGANTE,TALAGANTE,2,16,573,172,141,313
10723,9,COLEGIO PARTICULAR INTEGRAL ARTURO PRAT,TALAGANTE,TALAGANTE,2,29,853,157,214,371
10724,7,COLEGIO CARAMPANGUE,TALAGANTE,TALAGANTE,3,90,2946,555,582,1137
10725,5,CENTRO EDUCACIONAL ISLA DE MAIPO,ISLA DE MAIPO,TALAGANTE,1,51,1902,325,169,494
10726,3,CENTRO DE EDUCACION MARIO BERTERO CEVASCO,ISLA DE MAIPO,TALAGANTE,1,77,3087,490,513,1003
10727,1,LICEO REPUBLICA DE ITALIA,ISLA DE MAIPO,TALAGANTE,1,61,2323,327,316,643
10729,8,ESCUELA BASICA EFRAIN MALDONADO TORRES,ISLA DE MAIPO,TALAGANTE,1,39,1621,317,214,531
10730,1,ESC.BASICA SAN ANTONIO DE NALTAGUA,ISLA DE MAIPO,TALAGANTE,1,20,797,149,116,265
10732,8,ESCUELA RURAL LAS PARCELAS,ISLA DE MAIPO,TALAGANTE,1,0,0,0,0,0
10733,6,ESCUELA BASICA,ISLA DE MAIPO,TALAGANTE,1,0,0,0,0,0
10734,4,CENTRO EDUC. PART. MARIA REINA INMACULADA,ISLA DE MAIPO,TALAGANTE,2,66,2350,518,607,1125
10735,2,LICEO POLIV. LUIS HUMBERTO ACOSTA GAY,EL MONTE,TALAGANTE,1,50,1943,189,183,372
10736,0,ESCUELA REPUBLICA DEL ECUADOR,EL MONTE,TALAGANTE,1,24,833,118,88,206
10737,9,ESC. BASICA  JAVIERA CARRERA VERDUGO,EL MONTE,TALAGANTE,1,35,1364,249,199,448
10738,7,ESCUELA REPUBLICA DE HONDURAS,EL MONTE,TALAGANTE,1,43,1627,298,247,545
10740,9,ESCUELA CHINIGUE EL CRISTO,EL MONTE,TALAGANTE,1,26,991,119,75,194
10741,7,ESCUELA EL REMANSO,EL MONTE,TALAGANTE,1,24,962,94,84,178
10742,5,ESCUELA BAS. DIVINA PROVIDENCIA,EL MONTE,TALAGANTE,2,34,1178,459,375,834
10743,3,INSTITUTO SAN FRANCISCO,EL MONTE,TALAGANTE,2,19,606,186,147,333
10744,1,ESCUELA BAS. COLEGIO EMELINA URRUTIA,EL MONTE,TALAGANTE,2,30,1022,0,426,426
10746,8,LICEO MUNICIPALIZADO PENAFLOR,PEÌÔAFLOR,TALAGANTE,1,22,754,116,114,230
10747,6,ESCUELA TERESA DE CALCUTA,PEÌÔAFLOR,TALAGANTE,1,23,882,127,116,243
10748,4,ESCUELA EMILIA LASCAR,PEÌÔAFLOR,TALAGANTE,1,54,2053,495,556,1051
10749,2,LICEO PAUL HARRIS,PADRE HURTADO,TALAGANTE,1,56,2159,356,329,685
10750,6,ESCUELA ROSALINA PESCIO VARGAS,PEÌÔAFLOR,TALAGANTE,1,57,2225,454,511,965
10751,4,LICEO COMERCIAL REPUBLICA DE BRASIL,PEÌÔAFLOR,TALAGANTE,1,25,1007,126,84,210
10752,2,ESCUELA REPUBLICA ARGENTINA,PADRE HURTADO,TALAGANTE,1,24,937,213,149,362
10753,0,ESCUELA REPUBLICA CHECA,PEÌÔAFLOR,TALAGANTE,1,19,655,160,94,254
10754,9,ESCUELA MAND EDUARDO FREI MONTALVA,PEÌÔAFLOR,TALAGANTE,1,29,1112,205,189,394
10755,7,ESCUELA DIFERENCIAL ALEGRIA DE VIVIR,PEÌÔAFLOR,TALAGANTE,1,19,764,43,25,68
10756,5,ESCUELA SONIA PLAZA CASTRO,PEÌÔAFLOR,TALAGANTE,1,22,767,102,60,162
10757,3,COLEGIO ALBERTO HURTADO CRUCHAGA,PADRE HURTADO,TALAGANTE,2,46,1588,446,486,932
10758,1,ESCUELA MALLOCO,PEÌÔAFLOR,TALAGANTE,1,33,1284,217,173,390
10760,3,ESCUELA REPUBLICA DE ISRAEL,PEÌÔAFLOR,TALAGANTE,1,23,814,153,129,282
10761,1,ESCUELA BASICA JULIO COVARRUBIAS FREIRE,PADRE HURTADO,TALAGANTE,1,0,0,0,0,0
10763,8,ESCUELA CRISTAL CHILE,PADRE HURTADO,TALAGANTE,1,23,796,217,189,406
10764,6,ESCUELA LA ESPERANZA,PADRE HURTADO,TALAGANTE,1,26,1011,159,127,286
10765,4,ESCUELA BASICA G-Nå¡673 PELVIN SAN FRANCISCO DE ASIS,PEÌÔAFLOR,TALAGANTE,1,8,273,29,22,51
10766,2,ESCUELA DOLORES CATTIN FAUNDEZ,PEÌÔAFLOR,TALAGANTE,1,13,472,43,33,76
10767,0,ESCUELA BAS. PART. MALLOCO,PEÌÔAFLOR,TALAGANTE,2,19,673,222,236,458
10768,9,ESCUELA BASICA N 41 AUGUSTO D`HALMAR,PEÌÔAFLOR,TALAGANTE,2,35,1085,256,253,509
10769,7,ESC.BASICA PART.BENJAMIN VERGARA,PADRE HURTADO,TALAGANTE,2,29,964,354,449,803
10771,9,ESCUELA BAS. PART. COLEGIO CLAUDIO GAY,PEÌÔAFLOR,TALAGANTE,2,14,534,144,137,281
10772,7,COL.PART.INMAC.CONC. DE NTRA.SRA. DE LOURDES,PEÌÔAFLOR,TALAGANTE,2,49,1563,415,524,939
10773,5,COMPLEJO EDUC.PART. LUIS PASTEUR,PADRE HURTADO,TALAGANTE,2,77,2798,917,829,1746
10774,3,ESCUELA PARTICULAR EL REFUGIO,PEÌÔAFLOR,TALAGANTE,2,16,501,85,58,143
10777,8,COLEGIO TERRANOVA,PEÌÔAFLOR,TALAGANTE,3,23,659,82,98,180
10778,6,ESCUELA SAN MIGUEL,MELIPILLA,TALAGANTE,1,14,598,68,39,107
10779,4,ESCUELA LUIS DURAN REYES,MELIPILLA,TALAGANTE,1,0,0,0,0,0
10780,8,LICEO POLIV. HNOS. SOTOMAYOR BAEZA,MELIPILLA,TALAGANTE,1,88,3026,786,778,1564
10781,6,LICEO POLITECNICO MUNICIPAL MELIPILLA,MELIPILLA,TALAGANTE,1,58,2143,551,88,639
10782,4,ESCUELA IGNACIO SERRANO MONTANER,MELIPILLA,TALAGANTE,1,24,957,231,9,240
10783,2,LICEO GABRIELA MISTRAL DE MELIPILLA,MELIPILLA,TALAGANTE,1,60,2289,319,431,750
10784,0,COLEGIO HUILCO ALTO,MELIPILLA,TALAGANTE,1,24,874,120,107,227
10785,9,COLEGIO MONS. JAIME LARRAIN BUNSTER,MELIPILLA,TALAGANTE,1,23,878,138,152,290
10786,7,ESCUELA SAN JOSE DE LA VILLA,MELIPILLA,TALAGANTE,1,32,1243,207,163,370
10787,5,COLEGIO HERNAN ARISTIA BASCUNAN,MELIPILLA,TALAGANTE,1,0,0,0,0,0
10789,1,ESCUELA GRAL. CAROL URZUA,MELIPILLA,TALAGANTE,1,25,959,140,114,254
10790,5,ESCUELA REPUBLICA DEL BRASIL,MELIPILLA,TALAGANTE,1,36,1436,284,172,456
10791,3,COLEGIO POMAIRE,MELIPILLA,TALAGANTE,1,39,1612,287,258,545
10792,1,LICEO POLIV. EL BOLLENAR,MELIPILLA,TALAGANTE,1,49,1756,375,323,698
10794,8,ESCUELA SANTA ROSA ESMERALDA,MELIPILLA,TALAGANTE,1,26,959,171,138,309
10795,6,ESCUELA CLAUDIO ARRAU,MELIPILLA,TALAGANTE,1,25,951,159,145,304
10796,4,ESCUELA PATRICIO LARRAIN GANDARILLAS,MELIPILLA,TALAGANTE,1,20,802,88,84,172
10797,2,ESCUELA PEDRO MARIN ALEMANY,MELIPILLA,TALAGANTE,1,23,892,190,137,327
10798,0,ESCUELA BASICA CARMEN BAJO,MELIPILLA,TALAGANTE,1,18,710,124,87,211
10799,9,ESCUELA RAMON NOGUERA PRIETO,MELIPILLA,TALAGANTE,1,22,856,189,159,348
10800,6,ESCUELA CHOLQUI,MELIPILLA,TALAGANTE,1,0,0,0,0,0
10801,4,ESCUELA SAN DIEGO,MELIPILLA,TALAGANTE,1,0,0,0,0,0
10803,0,ESCUELA BASICA,MELIPILLA,TALAGANTE,1,0,0,0,0,0
10805,7,ESCUELA PUANGUE,MELIPILLA,TALAGANTE,1,17,587,106,65,171
10806,5,ESCUELA BASICA,MELIPILLA,TALAGANTE,1,0,0,0,0,0
10810,3,ESCUELA LIDIA MATTE HURTADO,MELIPILLA,TALAGANTE,1,21,833,106,85,191
10811,1,ESCUELA EL TRANSITO,MELIPILLA,TALAGANTE,1,0,0,0,0,0
10815,4,ESCUELA BASICA CARMEN DE LAS ROSAS,MELIPILLA,TALAGANTE,1,0,0,0,0,0
10816,2,ESCUELA JOSE CAMARENA ESCRIVA,MELIPILLA,TALAGANTE,1,18,705,131,119,250
10818,9,ESCUELA HUECHUN,MELIPILLA,TALAGANTE,1,17,654,89,59,148
10820,0,ESCUELA TANTEHUE,MELIPILLA,TALAGANTE,1,0,0,0,0,0
10821,9,ESCUELA RAQUEL FERNANDEZ DE MORANDE,MELIPILLA,TALAGANTE,1,14,554,77,71,148
10822,7,ESCUELA RURAL FUTURO,MELIPILLA,TALAGANTE,1,0,0,0,0,0
10824,3,COLEGIO RUMAY,MELIPILLA,TALAGANTE,1,0,0,0,0,0
10825,1,ESCUELA PADRE ALBERTO HURTADO,MELIPILLA,TALAGANTE,1,6,194,18,12,30
10827,8,ESCUELA BASICA EL PABELLON,MELIPILLA,TALAGANTE,1,28,1038,215,176,391
10828,6,COLEGIO PARTICULAR ALONSO DE ERCILLA,MELIPILLA,TALAGANTE,2,52,1635,555,625,1180
10829,4,ESC. BAS. NUESTRA SEÌÔORA Y MADRE DEL CARMEN,MELIPILLA,TALAGANTE,2,59,2131,158,660,818
10830,8,COLEGIO POLITEC.NTRA.SRA.DE LA PRESENTAC,MELIPILLA,TALAGANTE,2,41,1434,1,677,678
10831,6,COLEGIO PARTICULAR MELIPILLA,MELIPILLA,TALAGANTE,2,63,2061,809,924,1733
10832,4,COLEGIO POLIVALENTE SAN AGUSTIN,MELIPILLA,TALAGANTE,2,142,5067,1569,1460,3029
10833,2,CENTRO EDUCACIONAL MENESIANO,MELIPILLA,TALAGANTE,2,62,2182,572,514,1086
10834,0,COLEGIO MARAMBIO,MELIPILLA,TALAGANTE,3,40,1319,259,279,538
10835,9,LICEO MUNICIPAL F-Nå¡860,MARIA PINTO,TALAGANTE,1,28,1087,181,159,340
10836,7,ESCUELA BASICA F-Nå¡ 732 CHOROMBO ALTO,MARIA PINTO,TALAGANTE,1,22,851,146,128,274
10837,5,ESCUELA BASICA F-Nå¡738 LOS RULOS,MARIA PINTO,TALAGANTE,1,25,921,122,112,234
10838,3,ESCUELA BASICA G-Nå¡733 CHOROMBO BAJO,MARIA PINTO,TALAGANTE,1,21,789,99,87,186
10839,1,ESCUELA BASICA G-Nå¡734 LAS MERCEDES,MARIA PINTO,TALAGANTE,1,25,904,107,79,186
10840,5,ESCUELA BASICA G-Nå¡737 SANTA EMILIA,MARIA PINTO,TALAGANTE,1,19,761,124,120,244
10841,3,ESCUELA IBACACHE,MARIA PINTO,TALAGANTE,1,0,0,0,0,0
10842,1,ESCUELA BASICA VALLE DE PUANGUE,CURACAVI,TALAGANTE,1,36,1476,300,262,562
10844,8,ESCUELA SAN JOSE OBRERO DE CURACAVI,CURACAVI,TALAGANTE,1,36,1524,355,344,699
10845,6,LICEO PRESIDENTE BALMACEDA,CURACAVI,TALAGANTE,1,51,1984,402,342,744
10846,4,ESCUELA FERNANDO CARVAJAL PINTO,CURACAVI,TALAGANTE,1,19,818,122,114,236
10848,0,ESCUELA ELIECER PEREZ VARGAS,CURACAVI,TALAGANTE,1,21,785,142,109,251
10849,9,ESCUELA HERIBERTO ERLWEIN  S.,CURACAVI,TALAGANTE,1,3,123,7,6,13
10850,2,ESCUELA BASICA CAREN DE CURACAVI,CURACAVI,TALAGANTE,1,0,0,0,0,0
10851,0,ESCUELA PARTICULAR INSTITUTO SN.LUIS,CURACAVI,TALAGANTE,2,26,797,233,226,459
10852,9,ESCUELA BASICA Nå¡403 NUESTRA SRA. DE LA GUARDIA,CURACAVI,TALAGANTE,2,21,749,169,189,358
10853,7,ESCUELA BASICA EL CARMELO,CURACAVI,TALAGANTE,2,0,0,0,0,0
10854,5,LICEO MUNICIPAL DE SAN PEDRO,SAN PEDRO,TALAGANTE,1,56,2122,327,319,646
10855,3,ESCUELA,SAN PEDRO,TALAGANTE,1,0,0,0,0,0
10856,1,ESCUELA BASICA G-Nå¡126,SAN PEDRO,TALAGANTE,1,11,382,42,39,81
10858,8,ESCUELA BASICA G-Nå¡128 ATALICIO AGUILAR A.,SAN PEDRO,TALAGANTE,1,13,391,64,62,126
10859,6,ESCUELA,SAN PEDRO,TALAGANTE,1,0,0,0,0,0
10861,8,ESCUELA BASICA G-Nå¡130,SAN PEDRO,TALAGANTE,1,12,404,49,51,100
10862,6,ESCUELA BASICA G-Nå¡131,SAN PEDRO,TALAGANTE,1,13,435,66,54,120
10863,4,ESCUELA LONGOVILO,SAN PEDRO,TALAGANTE,1,0,0,0,0,0
10864,2,ESCUELA BASICA G-Nå¡134 NIHUE,SAN PEDRO,TALAGANTE,1,12,416,71,67,138
10865,0,ESCUELA ENRIQUE REYMOND ALDUNATE,SAN PEDRO,TALAGANTE,1,12,386,54,56,110
10866,9,ESCUELA BASICA,SAN PEDRO,TALAGANTE,1,0,0,0,0,0
10867,7,ESCUELA DE QUELENTARO ALTO,SAN PEDRO,TALAGANTE,1,0,0,0,0,0
10868,5,ESCUELA BASICA G-Nå¡139,SAN PEDRO,TALAGANTE,1,8,233,51,42,93
10869,3,ESCUELA BASICA G-Nå¡140,SAN PEDRO,TALAGANTE,1,5,136,15,9,24
10870,7,ESCUELA BASICA G-Nå¡141,SAN PEDRO,TALAGANTE,1,5,110,12,7,19
10871,5,ESCUELA BASICA G-Nå¡498,SAN PEDRO,TALAGANTE,1,9,289,21,18,39
10872,3,ESCUELA FUNDO CABIMBAO,SAN PEDRO,TALAGANTE,1,0,0,0,0,0
10873,1,LICEO MUNICIPAL SARA TRONCOSO TRONCOSO,ALHUE,TALAGANTE,1,60,2565,357,332,689
10876,6,ESCUELA,ALHUE,TALAGANTE,1,0,0,0,0,0
10877,4,ESCUELA EL ASIENTO,ALHUE,TALAGANTE,1,13,493,45,42,87
10878,2,ESCUELA BARRANCAS DE PICHI,ALHUE,TALAGANTE,1,11,377,41,29,70
10879,0,ESCUELA SAN ALFONSO,ALHUE,TALAGANTE,1,18,701,89,85,174
10880,4,ESCUELA HACIENDA ALHUE,ALHUE,TALAGANTE,1,13,500,54,68,122
10881,2,COLEGIO SAN SEBASTIAN,PEDRO AGUIRRE CERDA,SANTIAGO CENTRO,2,20,699,296,271,567
